what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jem,2.0.300.v200901272200,"org.eclipse.jem",1296656514495
started,bundle,org.eclipse.jst.jee,1.0.201.v200909030330,"org.eclipse.jst.jee",1296656514640
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.1.v200908111817,"org.eclipse.jst.common.project.facet.core",1296656514980
started,bundle,org.eclipse.jpt.core,2.2.1.v200908270220,"org.eclipse.jpt.core",1296656514984
started,bundle,org.eclipse.jpt.eclipselink.core,1.2.0.v200905310000,"org.eclipse.jpt.eclipselink.core",1296656514993
started,bundle,org.eclipse.wst.sse.core,1.1.401.v200909172215,"org.eclipse.wst.sse.core",1296656515025
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.301.v200908101600,"org.eclipse.wst.common.frameworks.ui",1296656515045
started,bundle,org.eclipse.wst.xml.core,1.1.401.v200908242115,"org.eclipse.wst.xml.core",1296656515049
started,bundle,org.eclipse.wst.common.modulecore,1.1.301.v200908101600,"org.eclipse.wst.common.modulecore",1296656515089
started,bundle,org.eclipse.wst.validation,1.2.102.v200905201610,"org.eclipse.wst.validation",1296656515106
started,bundle,org.eclipse.jst.j2ee,1.1.301.v200909030330,"org.eclipse.jst.j2ee",1296656515123
started,bundle,org.eclipse.jdt.launching,3.5.0.v20090527,"org.eclipse.jdt.launching",1296656515158
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1296656655326
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1296656659048
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1296657177987
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1296657179287
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1296657183035
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1296657187035
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1296657197167
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1296657201167
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1296657211640
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1296657228385
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1296657235340
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.106.v20090814,"org.eclipse.jst.server.tomcat.core",1296657238290
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.102.v20090424,"org.eclipse.jst.server.tomcat.ui",1296657238330
