what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.validation,1.2.102.v200905201610,"org.eclipse.wst.validation",1304095744701
started,bundle,org.eclipse.wst.web,1.1.301.v200909021400,"org.eclipse.wst.web",1304095744702
started,bundle,org.eclipse.wst.xml.core,1.1.401.v200908242115,"org.eclipse.wst.xml.core",1304095744779
os,sysinfo,,,"win32",1304095744792
arch,sysinfo,,,"x86",1304095744792
ws,sysinfo,,,"win32",1304095744792
locale,sysinfo,,,"en_US",1304095744792
processors,sysinfo,,,"2",1304095744792
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1304095744793
java.runtime.version,sysinfo,,,"1.6.0_02-b06",1304095744793
java.specification.name,sysinfo,,,"Java Platform API Specification",1304095744793
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1304095744793
java.specification.version,sysinfo,,,"1.6",1304095744793
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1304095744793
java.version,sysinfo,,,"1.6.0_02",1304095744793
java.vm.info,sysinfo,,,"mixed mode",1304095744793
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1304095744793
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1304095744793
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1304095744793
java.vm.specification.version,sysinfo,,,"1.0",1304095744793
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1304095744793
java.vm.version,sysinfo,,,"1.6.0_02-b06",1304095744793
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1304095744917
started,bundle,org.eclipse.mylyn.commons.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.commons.ui",1304095744965
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.bugzilla.core",1304095745813
