what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096456042
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096461783
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096472480
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096489289
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096515303
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096523610
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096530439
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096539377
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096548360
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096559482
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1304096562035
closed,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1304096562050
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1304096582246
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1304096582294
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1304096615611
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096619407
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096638913
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1304096671654
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096674460
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096678838
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1304096683874
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096685467
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096696141
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1304096699358
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1304096700434
